,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,absolute_balanced_accuracy,relative_balanced_accuracy,absolute_rmse,relative_rmse,dataset_rows,dataset_cols,runtime,type,missing_values,categorical_features,numerical_features,runtime_limit,failed
2125,:flaml,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,0.6251669519111379,0.958901107472614,9.0,9.0,736,20,5.485616666666667,Multi-class classification,448,6,14,3,0
2126,:mljar,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,0.6059144989377547,0.9293710780599818,9.0,9.0,736,20,5.8885499999999995,Multi-class classification,448,6,14,3,0
2127,:evalml,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.0,0.0,9.0,9.0,736,20,0.0,Multi-class classification,448,6,14,6,1
2128,:autokeras,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.4377796621982668,0.6691501496797481,9.0,9.0,736,20,0.9526333333333333,Multi-class classification,448,6,14,6,0
2129,:pycaret,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.654232330976517,1.0,9.0,9.0,736,20,2.296783333333333,Multi-class classification,448,6,14,6,0
2130,:lama,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.6515292201338714,0.9958682707737618,9.0,9.0,736,20,2.4884,Multi-class classification,448,6,14,6,0
2131,:autogluon,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.6519618624269787,0.9965295684085967,9.0,9.0,736,20,4.78475,Multi-class classification,448,6,14,6,0
2132,:gama,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.5723826561035864,0.8748920360588714,9.0,9.0,736,20,5.5504999999999995,Multi-class classification,448,6,14,6,0
2133,:tpot,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.6046922070177885,0.9242774751214385,9.0,9.0,736,20,6.2968,Multi-class classification,448,6,14,6,0
2134,:flaml,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.6498538928771487,0.9933075179992511,9.0,9.0,736,20,8.6037,Multi-class classification,448,6,14,6,0
2135,:mljar,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,0.6059144989377547,0.9261457593105459,9.0,9.0,736,20,8.815833333333334,Multi-class classification,448,6,14,6,0
2136,:evalml,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.0,0.0,9.0,9.0,736,20,0.0,Multi-class classification,448,6,14,12,1
2137,:autokeras,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.4028524447129098,0.6020166000330212,9.0,9.0,736,20,1.2669,Multi-class classification,448,6,14,12,0
2138,:pycaret,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.6258924537994306,0.9353242160195412,9.0,9.0,736,20,2.6037000000000003,Multi-class classification,448,6,14,12,0
2139,:lama,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.6515292201338714,0.9736354118607377,9.0,9.0,736,20,2.7893166666666667,Multi-class classification,448,6,14,12,0
2140,:autogluon,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.6519618624269787,0.9742819459596249,9.0,9.0,736,20,4.38415,Multi-class classification,448,6,14,12,0
2141,:mljar,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.6059144989377547,0.9054694624508735,9.0,9.0,736,20,9.843983333333334,Multi-class classification,448,6,14,12,0
2142,:gama,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.5956136886369445,0.8900760873422822,9.0,9.0,736,20,10.993666666666666,Multi-class classification,448,6,14,12,0
2143,:tpot,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.6691716552181668,1.0,9.0,9.0,736,20,12.211516666666666,Multi-class classification,448,6,14,12,0
2144,:flaml,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,0.6599657448494657,0.9862428267890401,9.0,9.0,736,20,12.670433333333333,Multi-class classification,448,6,14,12,0
2145,:evalml,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.0,0.0,9.0,9.0,736,20,0.0,Multi-class classification,448,6,14,24,1
2146,:autokeras,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.5356902787135345,0.8216589183903883,9.0,9.0,736,20,2.128,Multi-class classification,448,6,14,24,0
2147,:lama,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.6515292201338714,0.9993363993846254,9.0,9.0,736,20,2.884266666666667,Multi-class classification,448,6,14,24,0
2148,:autogluon,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.6519618624269787,1.0,9.0,9.0,736,20,4.574916666666667,Multi-class classification,448,6,14,24,0
2149,:pycaret,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.5944854886715352,0.9118408958133175,9.0,9.0,736,20,5.404016666666666,Multi-class classification,448,6,14,24,0
2150,:gama,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.611235921701038,0.9375332468461649,9.0,9.0,736,20,21.767166666666665,Multi-class classification,448,6,14,24,0
2151,:mljar,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.6068574836016697,0.930817458160199,9.0,9.0,736,20,22.416066666666666,Multi-class classification,448,6,14,24,0
2152,:tpot,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.641234476118197,0.9835459910663359,9.0,9.0,736,20,24.230666666666664,Multi-class classification,448,6,14,24,0
2153,:flaml,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,0.6327316094757955,0.9705040216929299,9.0,9.0,736,20,24.645766666666667,Multi-class classification,448,6,14,24,0
2154,:mljar,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,3,1
2155,:pycaret,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,3,1
2156,:autokeras,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.0925,0.10581506196377505,9.0,9.0,1600,65,1.8077833333333333,Multi-class classification,0,1,64,3,0
2157,:gama,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.705,0.8064823641563396,9.0,9.0,1600,65,3.1898,Multi-class classification,0,1,64,3,0
2158,:tpot,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.84,0.9609151572926599,9.0,9.0,1600,65,3.7798000000000003,Multi-class classification,0,1,64,3,0
2159,:lama,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.8741666666666664,1.0,9.0,9.0,1600,65,3.7813999999999997,Multi-class classification,0,1,64,3,0
2160,:flaml,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.81,0.9265967588179221,9.0,9.0,1600,65,4.255516666666667,Multi-class classification,0,1,64,3,0
2161,:autogluon,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.8366666666666667,0.957102001906578,9.0,9.0,1600,65,4.63715,Multi-class classification,0,1,64,3,0
2162,:evalml,:tabular_classification,6570ca538f12b9047f90d61e,one-hundred-plants-margin.csv,0.802932,0.8049999999999998,0.9208770257387989,9.0,9.0,1600,65,56.30915,Multi-class classification,0,1,64,3,0
2163,:mljar,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,6,1
2164,:pycaret,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,6,1
2165,:gama,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.8366666666666667,0.957102001906578,9.0,9.0,1600,65,19.858616666666666,Multi-class classification,0,1,64,6,0
2166,:flaml,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.8008333333333334,0.9161105815061967,9.0,9.0,1600,65,32.06666666666667,Multi-class classification,0,1,64,6,0
2167,:lama,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.8741666666666664,1.0,9.0,9.0,1600,65,59.77863333333333,Multi-class classification,0,1,64,6,0
2168,:tpot,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.7916666666666667,0.9056244041944712,9.0,9.0,1600,65,62.05485,Multi-class classification,0,1,64,6,0
2169,:autogluon,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.8366666666666667,0.957102001906578,9.0,9.0,1600,65,71.18498333333334,Multi-class classification,0,1,64,6,0
2170,:autokeras,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.46249999999999986,0.5290753098188751,9.0,9.0,1600,65,105.55655,Multi-class classification,0,1,64,6,0
2171,:evalml,:tabular_classification,6570d7c28f12b9047f90d628,one-hundred-plants-margin.csv,0.802932,0.8049999999999998,0.9208770257387989,9.0,9.0,1600,65,137.71066666666667,Multi-class classification,0,1,64,6,0
2172,:flaml,:tabular_regression,657109228f12b9047f90d632,diamonds.csv,3.057366,9.0,9.0,1328.9786121184495,1.0,53940,10,5.9962333333333335,Regression,0,3,7,5,0
2173,:flaml,:tabular_regression,6571112f8f12b9047f90d634,grid_stability.csv,2.407842,9.0,9.0,0.007269624218318133,1.0,10000,14,6.995633333333333,Regression,0,0,13,5,0
2174,:mljar,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,12,1
2175,:pycaret,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,12,1
2176,:autokeras,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.4775,0.5462345090562442,9.0,9.0,1600,65,3.956933333333333,Multi-class classification,0,1,64,12,0
2177,:lama,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.8741666666666664,1.0,9.0,9.0,1600,65,5.250583333333334,Multi-class classification,0,1,64,12,0
2178,:gama,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.7508333333333335,0.858913250714967,9.0,9.0,1600,65,11.226750000000001,Multi-class classification,0,1,64,12,0
2179,:autogluon,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.8366666666666667,0.957102001906578,9.0,9.0,1600,65,13.645533333333333,Multi-class classification,0,1,64,12,0
2180,:tpot,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.855,0.9780743565300288,9.0,9.0,1600,65,14.040366666666667,Multi-class classification,0,1,64,12,0
2181,:flaml,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.8225,0.9408960915157295,9.0,9.0,1600,65,15.261666666666667,Multi-class classification,0,1,64,12,0
2182,:evalml,:tabular_classification,657196168f12b9047f90d639,one-hundred-plants-margin.csv,0.802932,0.8049999999999998,0.9208770257387989,9.0,9.0,1600,65,50.86151666666667,Multi-class classification,0,1,64,12,0
2183,:mljar,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,24,1
2184,:pycaret,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.0,0.0,9.0,9.0,1600,65,0.0,Multi-class classification,0,1,64,24,1
2185,:gama,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.735,0.823529411764706,9.0,9.0,1600,65,41.68355,Multi-class classification,0,1,64,24,0
2186,:lama,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.8925,1.0,9.0,9.0,1600,65,62.18198333333333,Multi-class classification,0,1,64,24,0
2187,:tpot,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.8808333333333332,0.9869281045751633,9.0,9.0,1600,65,84.3787,Multi-class classification,0,1,64,24,0
2188,:autogluon,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.8366666666666667,0.9374416433239963,9.0,9.0,1600,65,90.09018333333333,Multi-class classification,0,1,64,24,0
2189,:flaml,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.8083333333333332,0.9056956115779644,9.0,9.0,1600,65,106.78386666666667,Multi-class classification,0,1,64,24,0
2190,:autokeras,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.4716666666666666,0.5284780578898226,9.0,9.0,1600,65,112.5181,Multi-class classification,0,1,64,24,0
2191,:evalml,:tabular_classification,6571a6ea8f12b9047f90d643,one-hundred-plants-margin.csv,0.802932,0.8049999999999998,0.9019607843137253,9.0,9.0,1600,65,120.02416666666666,Multi-class classification,0,1,64,24,0
2192,:autokeras,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.0,0.0,9.0,9.0,3190,62,0.0,Multi-class classification,0,61,0,3,1
2193,:pycaret,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.9389691425412058,0.9389691425412058,9.0,9.0,3190,62,2.90865,Multi-class classification,0,61,0,3,0
2194,:gama,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.9501066073840199,0.9501066073840199,9.0,9.0,3190,62,5.7878,Multi-class classification,0,61,0,3,0
2195,:mljar,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,1.0,1.0,9.0,9.0,3190,62,19.6599,Multi-class classification,0,61,0,3,0
2196,:tpot,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.9485120912169073,0.9485120912169073,9.0,9.0,3190,62,32.25078333333333,Multi-class classification,0,61,0,3,0
2197,:evalml,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.9516977897997979,0.9516977897997979,9.0,9.0,3190,62,55.8622,Multi-class classification,0,61,0,3,0
2198,:autogluon,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.9497916533637166,0.9497916533637166,9.0,9.0,3190,62,78.7011,Multi-class classification,0,61,0,3,0
2199,:flaml,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.952733133291157,0.952733133291157,9.0,9.0,3190,62,94.0841,Multi-class classification,0,61,0,3,0
2200,:lama,:tabular_classification,6571c5f58f12b9047f90d64d,splice.csv,0.8513999999999999,0.9496978381819328,0.9496978381819328,9.0,9.0,3190,62,96.24188333333333,Multi-class classification,0,61,0,3,0
2201,:autokeras,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.0,0.0,9.0,9.0,3190,62,0.0,Multi-class classification,0,61,0,48,1
2202,:pycaret,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.9440643113115122,0.9440643113115122,9.0,9.0,3190,62,3.6167666666666665,Multi-class classification,0,61,0,48,0
2203,:evalml,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.9516977897997979,0.9516977897997979,9.0,9.0,3190,62,9.8612,Multi-class classification,0,61,0,48,0
2204,:lama,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.9496978381819328,0.9496978381819328,9.0,9.0,3190,62,11.022183333333334,Multi-class classification,0,61,0,48,0
2205,:autogluon,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.9518623403464349,0.9518623403464349,9.0,9.0,3190,62,12.361616666666666,Multi-class classification,0,61,0,48,0
2206,:mljar,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,1.0,1.0,9.0,9.0,3190,62,45.00478333333333,Multi-class classification,0,61,0,48,0
2207,:gama,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.9573770916404647,0.9573770916404647,9.0,9.0,3190,62,46.29711666666667,Multi-class classification,0,61,0,48,0
2208,:flaml,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.9525402885985791,0.9525402885985791,9.0,9.0,3190,62,48.853433333333335,Multi-class classification,0,61,0,48,0
2209,:tpot,:tabular_classification,657233d58f12b9047f90d657,splice.csv,0.8513999999999999,0.9570621376201615,0.9570621376201615,9.0,9.0,3190,62,51.40873333333333,Multi-class classification,0,61,0,48,0
2210,:autokeras,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.0,0.0,9.0,9.0,3190,62,0.0,Multi-class classification,0,61,0,12,1
2211,:pycaret,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.9389691425412058,0.9389691425412058,9.0,9.0,3190,62,4.0006,Multi-class classification,0,61,0,12,0
2212,:lama,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.9496978381819328,0.9496978381819328,9.0,9.0,3190,62,9.182616666666666,Multi-class classification,0,61,0,12,0
2213,:evalml,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.9516977897997979,0.9516977897997979,9.0,9.0,3190,62,9.964333333333334,Multi-class classification,0,61,0,12,0
2214,:autogluon,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.9518623403464349,0.9518623403464349,9.0,9.0,3190,62,11.692183333333332,Multi-class classification,0,61,0,12,0
2215,:gama,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.9390912518689308,0.9390912518689308,9.0,9.0,3190,62,13.579216666666667,Multi-class classification,0,61,0,12,0
2216,:flaml,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.9483758348162116,0.9483758348162116,9.0,9.0,3190,62,14.719866666666666,Multi-class classification,0,61,0,12,0
2217,:mljar,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,1.0,1.0,9.0,9.0,3190,62,15.03445,Multi-class classification,0,61,0,12,0
2218,:tpot,:tabular_classification,657732f4ceecc7f1ac85b4cc,splice.csv,0.8513999999999999,0.9485120912169073,0.9485120912169073,9.0,9.0,3190,62,19.06993333333333,Multi-class classification,0,61,0,12,0
2219,:mljar,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,3,1
2220,:autokeras,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,3,1
2221,:gama,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.9602026888063686,0.9924241420331018,9.0,9.0,20000,17,2.9043833333333335,Multi-class classification,0,1,16,3,0
2222,:lama,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.9675325781971369,1.0,9.0,9.0,20000,17,3.0146666666666664,Multi-class classification,0,1,16,3,0
2223,:pycaret,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.9624788977211541,0.9947767335282915,9.0,9.0,20000,17,3.1727333333333334,Multi-class classification,0,1,16,3,0
2224,:flaml,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.950829262039579,0.9827361718520298,9.0,9.0,20000,17,3.4445833333333336,Multi-class classification,0,1,16,3,0
2225,:autogluon,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.9647580598436267,0.9971323773317482,9.0,9.0,20000,17,3.55965,Multi-class classification,0,1,16,3,0
2226,:tpot,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.9279141388873376,0.9590520875445634,9.0,9.0,20000,17,5.923500000000001,Multi-class classification,0,1,16,3,0
2227,:evalml,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,0.940947234134719,0.9725225334407281,9.0,9.0,20000,17,7.4572666666666665,Multi-class classification,0,1,16,3,0
2228,:mljar,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,6,1
2229,:autokeras,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,6,1
2230,:lama,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.9675325781971369,0.9925496616625373,9.0,9.0,20000,17,3.0412166666666667,Multi-class classification,0,1,16,6,0
2231,:pycaret,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.9738428013137916,0.9990230455677299,9.0,9.0,20000,17,3.26605,Multi-class classification,0,1,16,6,0
2232,:gama,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.9391905646208861,0.9634748205462199,9.0,9.0,20000,17,5.623733333333333,Multi-class classification,0,1,16,6,0
2233,:autogluon,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.9747951317382987,1.0,9.0,9.0,20000,17,6.7022,Multi-class classification,0,1,16,6,0
2234,:flaml,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.9609950812331067,0.9858431273855635,9.0,9.0,20000,17,8.051233333333334,Multi-class classification,0,1,16,6,0
2235,:tpot,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.9279141388873376,0.9519068250091065,9.0,9.0,20000,17,8.917283333333334,Multi-class classification,0,1,16,6,0
2236,:evalml,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,0.940947234134719,0.9652769115257884,9.0,9.0,20000,17,10.563600000000001,Multi-class classification,0,1,16,6,0
2237,:flaml,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,48,1
2238,:mljar,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,48,1
2239,:autokeras,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,48,1
2240,:pycaret,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.9742296640148749,0.9935137466590636,9.0,9.0,20000,17,12.266950000000001,Multi-class classification,0,1,16,48,0
2241,:lama,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.9715649826050339,0.9907963200512206,9.0,9.0,20000,17,33.1432,Multi-class classification,0,1,16,48,0
2242,:gama,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.9650049871676052,0.9841064748475268,9.0,9.0,20000,17,43.575466666666664,Multi-class classification,0,1,16,48,0
2243,:evalml,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.940947234134719,0.9595725181895038,9.0,9.0,20000,17,48.92100000000001,Multi-class classification,0,1,16,48,0
2244,:autogluon,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.9805900193036723,1.0,9.0,9.0,20000,17,49.00743333333333,Multi-class classification,0,1,16,48,0
2245,:tpot,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,0.9623066019476242,0.9813546772900754,9.0,9.0,20000,17,50.441766666666666,Multi-class classification,0,1,16,48,0
2246,:flaml,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,24,1
2247,:mljar,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,24,1
2248,:autokeras,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.0,0.0,9.0,9.0,20000,17,0.0,Multi-class classification,0,1,16,24,1
2249,:pycaret,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.976065046787126,0.9953854593382875,9.0,9.0,20000,17,11.776066666666667,Multi-class classification,0,1,16,24,0
2250,:lama,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.9725210116106697,0.9917712728722933,9.0,9.0,20000,17,13.911416666666666,Multi-class classification,0,1,16,24,0
2251,:gama,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.9539535873736885,0.9728363215965643,9.0,9.0,20000,17,21.927633333333333,Multi-class classification,0,1,16,24,0
2252,:autogluon,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.9805900193036723,1.0,9.0,9.0,20000,17,25.03845,Multi-class classification,0,1,16,24,0
2253,:tpot,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.9623066019476242,0.9813546772900754,9.0,9.0,20000,17,26.555766666666667,Multi-class classification,0,1,16,24,0
2254,:evalml,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,0.940947234134719,0.9595725181895038,9.0,9.0,20000,17,27.48255,Multi-class classification,0,1,16,24,0
2255,:autokeras,:tabular_classification,65784e28ceecc7f1ac85b4fe,titanic_train.csv,0.061192,0.6003293807641634,0.8996939480698984,9.0,9.0,891,12,0.5966666666666666,not available,-1,-1,-1,3,0
2256,:lama,:tabular_classification,65784e28ceecc7f1ac85b4fe,titanic_train.csv,0.061192,0.6355731225296443,0.9525125876197058,9.0,9.0,891,12,0.7902833333333333,not available,-1,-1,-1,3,0
2257,:pycaret,:tabular_classification,65784e28ceecc7f1ac85b4fe,titanic_train.csv,0.061192,0.546574440052701,0.8191331819528088,9.0,9.0,891,12,1.2976166666666666,not available,-1,-1,-1,3,0
2258,:autogluon,:tabular_classification,65784e28ceecc7f1ac85b4fe,titanic_train.csv,0.061192,0.6546113306982873,0.9810445256195085,9.0,9.0,891,12,1.6063833333333333,not available,-1,-1,-1,3,0
2259,:evalml,:tabular_classification,65784e28ceecc7f1ac85b4fe,titanic_train.csv,0.061192,0.5283926218708828,0.7918846875308521,9.0,9.0,891,12,2.1595333333333335,not available,-1,-1,-1,3,0
2260,:gama,:tabular_classification,65784e28ceecc7f1ac85b4fe,titanic_train.csv,0.061192,0.6236495388669302,0.9346431039589299,9.0,9.0,891,12,2.8774,not available,-1,-1,-1,3,0
